title,artist,nationality,gender,artist_birth_date,artist_death_date,artwork_begin_date,artwork_end_date,moma_department
Incense Sweaters & Ice (Installation),Martine Syms,American,Female,1988,,2017,2017,Media and Performance Art
Material der Malerei Plastik Architektur,Raoul Hausmann,German,Male,1886,1971,1918,1918,Prints & Illustrated Books
"Paper Piece, Festival of Misfits, ICA, London, October 23- November 8, 1962",Benjamin Patterson,American,Male,1934,2016,1962,1962,Prints & Illustrated Books
Veiled Figure,Horst Antes,German,Male,1936,,1965,1965,Drawings
Six Gestures of the Collo,Michael Mazur,American,Male,1935,2009,1986,1986,Prints & Illustrated Books
The Story of my Life and Friends as Told by Snapshots from Fourteen On,Unknown,,Other/Unknown,,,1916,1923,Photography
FONTAINE DE JARENTE. RUE JARENTE,Eugène Atget,French,Male,1857,1927,1900,1900,Photography
ST. OUEN. RESTES D'UN ANCIEN PAVILLON DE CHASSE XVII SIÈCLE. DÉMOLI EN 1882,Eugène Atget,French,Male,1857,1927,1901,1901,Photography
Plate (folio 40) from XXXIII SONNETS,Jean Piaubert,French,Male,1900,2002,1950,1950,Prints & Illustrated Books
Santa Fe,Lee Friedlander,American,Male,1934,,1995,1995,Photography
Untitled,Unknown,,Other/Unknown,,,1938,1960,Photography
Untitled,Gustav Klutsis,Latvian,Male,1895,1938,1926,1926,Photography
Hey Hey My My Rock'n Roll Never Die!,Yoshitomo Nara,Japanese,Male,1959,,1992,2000,Drawings
Untitled,Unknown,,Other/Unknown,,,1938,1960,Photography
Headpiece and initial A (page 45) from LA PRINCESSE DE BABYLONE,Kees van Dongen,French,Male,1877,1968,1942,1948,Prints & Illustrated Books
VERSAILLES -- ORANGERIE,Eugène Atget,French,Male,1857,1927,1903,1903,Photography
In-text plate (page 107) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1887,1965,1947,1955,Prints & Illustrated Books
Y why worry from circus alphabet,Corita Kent (Sister Mary Corita),American,Female,1918,1986,1968,1968,Prints & Illustrated Books
Pacific Mutual Life,David Hockney,British,Male,1937,,1964,1964,Prints & Illustrated Books
Robin Starveling. Costume design for the play A Midsummer Night's Dream,Jim Dine,American,Male,1935,,1966,1966,Drawings
Rain Falling on Water,Louise Bourgeois,American,Female,1911,2010,2003,2003,Prints & Illustrated Books
"Asnières, Ancien chateau René Voyer d'Argenson",Eugène Atget,French,Male,1857,1927,1901,1901,Photography
Untitled from Favorite Objects,Christian Boltanski,French,Male,1944,,1998,1998,Prints & Illustrated Books
First Theme,Burgoyne Diller,American,Male,1906,1965,1942,1942,Painting & Sculpture
MEDITATION ON THEOREM OF PYTHAGORAS from the portfolio Q.E.D,Mel Bochner,American,Male,1940,,1974,1974,Prints & Illustrated Books
Les Halles,Eugène Atget,French,Male,1857,1927,1910,1911,Photography
Desiccated Sculpture (Escultura dissecada),Antoni Llena,Spanish,Male,1942,,1968,1968,Drawings
"Tinker Children, Ireland",Alen MacWeeney,American,Male,1939,,1965,1965,Photography
"Imperial Hotel, Tokyo (Cropped view of the exterior)",Frank Lloyd Wright,American,Male,1867,1959,1913,1923,Architecture & Design
Tokyo,Lee Friedlander,American,Male,1934,,1994,1994,Photography
Coordination II,Agam (Yaacov Agam),Israeli,Male,1928,,1975,1975,Prints & Illustrated Books
Tailpiece (page 115) from SAINTE MONIQUE,Pierre Bonnard,French,Male,1867,1947,1920,1930,Prints & Illustrated Books
In-text plate (page 123) from LA RÉVOLTE DES ANGES,Kees van Dongen,French,Male,1877,1968,1946,1951,Prints & Illustrated Books
Untitled,Unknown,,Other/Unknown,,,1938,1960,Photography
Detroit,Harry Callahan,American,Male,1912,1999,1942,1942,Photography
First table of plates from PASSION,Georges Rouault,French,Male,1871,1958,1928,1939,Prints & Illustrated Books
Ballet School. Designs for scenery,Franklin Chenault Watkins,American,Male,1894,1972,1935,1935,Drawings
Lounge Chairs without Arms (Perspective and elevation sketches),Ludwig Mies van der Rohe,American,Male,1886,1969,1926,1946,Architecture & Design
"La Revue Blanche, no. 38",Maurice Denis,French,Male,1870,1943,1894,1894,Prints & Illustrated Books
Alone Together,Herbert Danska,American,Male,1927,,1984,1984,Film
Untitled,Rosemarie Trockel,German,Female,1952,,1983,1983,Drawings
Inside It's Bright; Outside It's Dark,James Fitton,British,Male,1899,1982,1941,1941,Architecture & Design
Ascension,Rodolfo Abularach,Guatemalan,Male,1933,,1966,1966,Prints & Illustrated Books
"Crocuses and Primroses, Orgeval",Paul Strand,American,Male,1890,1976,1957,1957,Photography
Rhineland Songwriter [Willi Ostermann],August Sander,German,Male,1876,1964,1932,1932,Photography
Therese Giehse,Chargesheimer (Karl-Heinz Hargesheimer),German,Male,1924,1972,1950,1950,Photography
Untitled (6.8.84),Oliver Jackson,American,Male,1935,,1984,1984,Painting & Sculpture
"Joan Miró, 13 lithographies - Maeght-Editeur, Paris",Joan Miró,Spanish,Male,1893,1983,1960,1960,Architecture & Design
Maquette for cover of Agronomy,Kirill Zdanevich,Russian,Male,1892,1969,1930,1930,Prints & Illustrated Books
Plate (facing page 28) from Nohow On,Robert Ryman,American,Male,1930,,1989,1989,Prints & Illustrated Books
"Invitation for A Fluxconcert Party, 37 Walker St., New York, March 24, 1979",Ken Friedman,American,Male,1939,,1979,1979,Prints & Illustrated Books
Another World,Éric Chahi,French,Male,1967,,1991,1991,Architecture & Design
Untitled from Keffieyeh,Tsibi Geva,Israeli,Male,1951,,1992,1992,Prints & Illustrated Books
Te li le,Olga Rozanova,Russian,Female,1886,1918,1914,1914,Prints & Illustrated Books
"BEACH, ADALVIK, ICELAND",Stuart Klipper,American,Male,1941,,1981,1981,Photography
"Untitled, #6 from the series Forms Derived from a Rectangular Solid",Sol LeWitt,American,Male,1928,2007,1990,1990,Prints & Illustrated Books
"""Pandora"" Jumping a Hurdle, Bareback; Rider Nude: Plate 647 from Animal Locomotion (1887)",Eadweard J. Muybridge,American,Male,1830,1904,1884,1886,Photography
"BACKGROUND/FORM, plate 16 (double page plate, folios 35 and 36) from D'UNE IMPRESSION L'AUTRE",Daniel Buren,French,Male,1938,,1983,1983,Prints & Illustrated Books
"Silhouette, buildings",Harry Callahan,American,Male,1912,1999,1950,1950,Photography
Costume design for the opera Satyagraha: Indian Woman,Robert Israel,American,Male,1939,,1982,1982,Drawings
"Torrent from the portfolio Waters, Stones, Sand (Eaux, Pierres, Sable) from Phenomena (Les Phénomènes)",Jean Dubuffet,French,Male,1901,1985,1959,1959,Prints & Illustrated Books
Trolley--New Orleans,Robert Frank,American,Male,1924,,1955,1955,Photography
Plate (page 3) from ZITAT,Gottfried Honegger,Swiss,Male,1917,2016,1976,1976,Prints & Illustrated Books
In-text plate (folio 7) from THE DONKEY AND THE DARLING,Larry Rivers,American,Male,1923,2002,1968,1977,Prints & Illustrated Books
Great Mother (Harumi),Mako Idemitsu,Japanese,Female,1940,,1983,1983,Media and Performance Art
"To rise and to fall (Subir y bajar) (plate 56, folio 56) from Los Caprichos",Francisco de Goya,Spanish,Male,1746,1828,1797,1799,Prints & Illustrated Books
Folio 27 from Mirskontsa (Worldbackwards),Aleksei Kruchenykh,Russian,Male,1886,1969,1912,1912,Prints & Illustrated Books
Architecture School Representatives,August Sander,German,Male,1876,1964,1928,1928,Photography
"David Bowie, Low",Unknown,Nationality Unknown,Other/Unknown,,,1977,1977,Architecture & Design
Solo Music,Philip Glass,American,Other/Unknown,1937,,1975,1975,Prints & Illustrated Books
Shipyard Workers,August Sander,German,Male,1876,1964,1929,1929,Photography
LA MADELEINE. DÉTAIL (PORTE),Eugène Atget,French,Male,1857,1927,1907,1907,Photography
"Project for a single-family house, Der rote Würfel (The red cube)",Farkas Molnár,Hungarian,Male,1897,1945,1923,1923,Architecture & Design
Em,Elizabeth Peyton,American,Female,1965,,2002,2002,Prints & Illustrated Books
Where Would We Be Without Each Other?,Louise Bourgeois,American,Female,1911,2010,2009,2009,Prints & Illustrated Books
Legal Deposit Bag,Fiona Banner,British,Female,1966,,2010,2010,Prints & Illustrated Books
Bed,Louise Bourgeois,American,Female,1911,2010,1997,1997,Prints & Illustrated Books
"PREVI Housing Project, Lima, Peru",Frederick Cooper Llosa,Peruvian,Male,1939,,1968,1972,Architecture & Design
Weather-Vane (Wetterfahne) from Day and Dream,Max Beckmann,German,Male,1884,1950,1946,1946,Prints & Illustrated Books
"Newport, Rhode Island",Richard Benson,American,Male,1943,2017,1978,1978,Photography
"Collected Works, Volume 5: Bok 3a: reconstruction of the book as published by forlag ed 1961 from Collected Works, Volumes 1-20",Dieter Roth,Swiss,Male,1930,1998,1971,1971,Prints & Illustrated Books
"Old Woman, Barcelona",Robert Frank,American,Male,1924,,1952,1952,Photography
Brigade Firefighter Helmet,Alexander Bally,American,Male,1938,,1984,1984,Architecture & Design
Satan,Lovis Corinth,German,Male,1858,1925,1920,1920,Prints & Illustrated Books
Plate (page 195) from LES CONQUÉRANTS,André Masson,French,Male,1896,1987,1948,1949,Prints & Illustrated Books
In-text plate (folio 41 verso) from LA MÉTROMANIE,Jean Dubuffet,French,Male,1901,1985,1949,1950,Prints & Illustrated Books
No. 12 from the series Variations on a Musical Theme (Variations sur un thème musical),Antoni Tàpies,Spanish,Male,1923,2012,1987,1987,Prints & Illustrated Books
We Are The World. Biennale di Venezia 2003,Experimental Jetset,Dutch,Other/Unknown,1997,,2003,2003,Architecture & Design
MATCHING AND WEIGHING THE BIRDS,"George Overbury (""Pop"") Hart",American,Male,1868,1933,1927,1927,Prints & Illustrated Books
The Rime of the Ancient Mariner,Henry Pearson,American,Male,1914,2006,1964,1964,Prints & Illustrated Books
Cigarette/Stack fromSmokers,Donald Sultan,American,Male,1951,,1980,1980,Prints & Illustrated Books
Draft of the text for Ethical consideration in project art and Towards a definition of project art,Ben Kinmont,American,Male,1963,,2011,2011,Prints & Illustrated Books
Living: Some days you wake up and immediately...,Jenny Holzer,American,Female,1950,,1980,1982,Painting & Sculpture
Speaker (model SST-1),Shuichi Obata,Japanese,Male,1932,,1988,1988,Architecture & Design
Enclosure,Lynda Benglis,American,Female,1941,,1973,1973,Media and Performance Art
Tête à l'envers,Louise Bourgeois,American,Female,1911,2010,2001,2001,Prints & Illustrated Books
Sunrise on the Desert,Laura Gilpin,American,Female,1881,1979,1921,1921,Photography
"8 Square Inches, 4 Measurements",Mel Bochner,American,Male,1940,,1967,1971,Drawings
Untitled,James Lee Byars,American,Male,1932,1997,1959,1959,Drawings
Preparatory material for Levitated Mass (1982),Michael Heizer,American,Male,1944,,1982,1982,Prints & Illustrated Books
Untitled (Pen Drawing of Salavodor),Manfred Pernice,German,Male,1963,,1997,1997,Drawings
Plate (folio 15 verso) from SALT NOTES,James Brown,American,Male,1951,,1989,1990,Prints & Illustrated Books
Selected Works II,Nan Hoover,American,Female,1931,2008,1981,1985,Media and Performance Art
Untitled,Garry Winogrand,American,Male,1928,1984,1962,1962,Photography
"Afternoon Clouds near Kings-Kern Divide, Sequoia National Park, California",Ansel Adams,American,Male,1902,1984,1936,1936,Photography
HÔTEL JEAN DE FOURCY. RUE DES FRANCS BOURGEOIS 30,Eugène Atget,French,Male,1857,1927,1908,1908,Photography
Plate (page 126) from RÉINCARNATIONS DU PÈRE UBU,Georges Rouault,French,Male,1871,1958,1916,1932,Prints & Illustrated Books
Untitled,Robert Frank,American,Male,1924,,1998,1998,Photography
Lectron System,Georg Greger,German,Male,,,1966,1966,Architecture & Design
"Israel & Vietnam, The Horrors of Wr, A Dedication to Goya, proofs of plates from the portfolio",Rudolf Schoofs,German,Male,,,1967,1967,Prints & Illustrated Books
"The Holy Longing, Jerusalem",Rosalind Fox Solomon,American,Female,1930,,2010,2010,Photography
"(FACTORIES IN PUTEAUX) (plate, page 95) from TOURNANT DANGEREUX",Maurice de Vlaminck,French,Male,1876,1958,1930,1930,Prints & Illustrated Books
"Wolf House, Gubin, Poland (Sections: typical walls)",Ludwig Mies van der Rohe,American,Male,1886,1969,1925,1927,Architecture & Design
Low Tide Seascape,Lawrence Kupferman,American,Male,1909,1982,1947,1947,Drawings
ENNE,Alberto Biasi,Italian,Male,1937,,1960,1960,Prints & Illustrated Books
William Eggleston,Lee Friedlander,American,Male,1934,,1971,1971,Photography
"Detail of Redwood Log, North Coast, California",Ansel Adams,American,Male,1902,1984,1938,1938,Photography
Fundamental Painting Exhibition to Be Shown to the Lake (Postcard Painting I-02) from The Whole Works,Yutaka Matsuzawa,Japanese,Male,1922,2006,1967,1967,Prints & Illustrated Books
KISS,Bill Burke,American,Male,1943,,1979,1979,Photography
"United Silk-Weaving Mills, Krefeld: conference room furnishings (Sketches of unidentified sections)",Lilly Reich,German,Female,1885,1947,1939,1939,Architecture & Design
Profil de la mémoire,Marcel Jean,French,Male,1900,1993,1972,1972,Prints & Illustrated Books
Plate (folio 9) from BESTIARIO,Sandro Chia,Italian,Male,1946,,1980,1980,Prints & Illustrated Books
Untitled from Double Stars,Sol LeWitt,American,Male,1928,2007,1983,1983,Prints & Illustrated Books
Idea,Milan Knížák,Czech,Male,1940,,1978,1978,Prints & Illustrated Books
In-text plate (folio 39) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT,André Derain,French,Male,1880,1954,1906,1912,Prints & Illustrated Books
Sky Paper Bag,Geoffrey Hendricks,American,Male,1931,2018,1976,1976,Prints & Illustrated Books
Untitled,Frank Lobdell,American,Male,1921,,1966,1966,Prints & Illustrated Books
"Proof of 7th color for Plate 8 (supplementary suite, plate 104) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,French,Male,1887,1985,1941,1948,Prints & Illustrated Books
Plate (folio 2) from Schismes,Pierre Alechinsky,Belgian,Male,1927,,1978,1978,Prints & Illustrated Books
Untitled,Mehrdad Yazdani,Iranian,Male,1959,,1996,1996,Architecture & Design
"Plate (volume I, folio 19) from TWO BOOKS 1969",Richard Tuttle,American,Male,1941,,1969,1969,Prints & Illustrated Books
Corpse in Barbed Wire (Flanders) [Leiche im Drahtverhau (Flandern)] from The War (Der Krieg),Otto Dix,German,Male,1891,1969,1924,1924,Prints & Illustrated Books
Wrapper front from CENT COMPTINES,Pierre Roy,French,Male,1880,1950,1922,1926,Prints & Illustrated Books
Booster from Booster and 7 Studies,Robert Rauschenberg,American,Male,1925,2008,1967,1967,Prints & Illustrated Books
"Untitled, no. 28 of 69, from the illustrated book, Album",Louise Bourgeois,American,Female,1911,2010,1994,1994,Prints & Illustrated Books
Untitled,Carroll Dunham,American,Male,1949,,2001,2001,Drawings
Ballet Dancer,Pablo Picasso,Spanish,Male,1881,1973,1954,1954,Prints & Illustrated Books
Large Gray Curve,Ellsworth Kelly,American,Male,1923,2015,1974,1974,Prints & Illustrated Books
Sisters of a Bomb Victim Removing Sympathy Notes from Flowers Sent by Friends from the series The Troubles,Les Levine,American,Male,1935,,1977,1977,Prints & Illustrated Books
Structures Métalliques No. 2,Pierre Mercure,Canadian,Male,1927,1966,1961,1961,Prints & Illustrated Books
"AVARICE I (Second supplementary suite, plate 4) from LES SEPT PÉCHÉS CAPITAUX, L'Avarice",Marc Chagall,French,Male,1887,1985,1925,1926,Prints & Illustrated Books
Plate VII (folio 16) from SEA BIRD SAGA,Wallace Putnam,American,Male,1899,1989,1966,1966,Prints & Illustrated Books
47 Seconds,William Wegman,American,Male,1943,,1972,1973,Media and Performance Art
Untitled,Sipke Huismans,Dutch,Male,,,1971,1971,Prints & Illustrated Books
People's vengeance (La venganza del pueblo),Leopoldo Méndez,Mexican,Male,1902,1969,1942,1942,Prints & Illustrated Books
Untitled from Man,Liliana Porter,American,Female,1941,,1967,1967,Prints & Illustrated Books
The Moment of the Jump,Willi Ruge,German,Male,1882,1961,1931,1931,Photography
Sketchbook,Ree Morton,American,Female,1936,1977,1973,1973,Drawings
Fear of High Places and Natural Things,Stephen Vitiello,American,Male,1964,,2004,2004,Media and Performance Art
"PORTAIT OF MY LADY (plate, folio 7) from DO IT YOURSELF",Horst Antes,German,Male,1936,,1967,1967,Prints & Illustrated Books
Chapter title (page 71) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1887,1965,1947,1955,Prints & Illustrated Books
"Lighter $8 from a-z series, Lighter from a-z series",Robert Watts,American,Male,1923,1988,1964,1964,Fluxus Collection
Girl with Clothes Form,Aaron Siskind,American,Male,1903,1991,1937,1937,Photography
"THE GUINEA HEN (plate, folio 26) from NATURAL HISTORY",Walter Stein,American,Male,1924,,1960,1960,Prints & Illustrated Books
Benbecula Paper Knife,Enzo Mari,Italian,Male,1932,,1961,1962,Architecture & Design
Untitled from Favorite Objects,Christian Boltanski,French,Male,1944,,1998,1998,Prints & Illustrated Books
Front endpapers (Vorsatz) from Umbra vitae (Shadow of Life),Ernst Ludwig Kirchner,German,Male,1880,1938,1924,1924,Prints & Illustrated Books
Two Heads,Mario Prassinos,French,Male,1916,1985,1949,1949,Prints & Illustrated Books
2nd table of plates from LES ÂMES MORTES,Marc Chagall,French,Male,1887,1985,1923,1948,Prints & Illustrated Books
Study for Do the Dance,Elizabeth Murray,American,Female,1940,2007,2005,2005,Drawings
Hospital Diagnostic Light,David Staub,American,Male,1914,,1967,1967,Architecture & Design
Plate (folio 61) from ADVENTURES IN KU-TA-BA WA-DO,Gerald Jackson,American,Male,1943,,1973,1973,Prints & Illustrated Books
